TransactionID,CustomerID,Coustmer Name,ProductID,TransactionDate,Quantity,TotalValue,Price,Region,ProductName,Category
T00686,C0012,Kevin May,P003,12-05-2024,4,176.48,44.12,South America,ComfortLiving Biography,Books
T00826,C0169,Jennifer Shaw,P003,20-07-2024,2,88.24,44.12,South America,ComfortLiving Biography,Books
T00914,C0094,Emily Trevino,P003,10-03-2024,2,88.24,44.12,North America,ComfortLiving Biography,Books
T00991,C0111,Roger David,P003,26-01-2024,3,132.36,44.12,Europe,ComfortLiving Biography,Books
T00026,C0136,Kristen Holder,P051,01-02-2024,3,195.48,65.16,Asia,ComfortLiving Desk Lamp,Home Decor
T00044,C0046,Beth Cardenas,P051,09-03-2024,3,195.48,65.16,North America,ComfortLiving Desk Lamp,Home Decor
T00079,C0147,Hunter Fuller,P051,09-05-2024,1,65.16,65.16,South America,ComfortLiving Desk Lamp,Home Decor
T00169,C0152,Justin Evans,P051,09-06-2024,1,65.16,65.16,South America,ComfortLiving Desk Lamp,Home Decor
T00297,C0131,Scott Wilson,P051,18-01-2024,3,195.48,65.16,North America,ComfortLiving Desk Lamp,Home Decor
T00386,C0116,James Martinez,P051,03-09-2024,4,260.64,65.16,North America,ComfortLiving Desk Lamp,Home Decor
T00590,C0157,Miguel Wong,P051,04-05-2024,2,130.32,65.16,North America,ComfortLiving Desk Lamp,Home Decor
T00607,C0175,Matthew Johnson,P051,04-10-2024,4,260.64,65.16,Asia,ComfortLiving Desk Lamp,Home Decor
T00856,C0043,Sandy Short MD,P051,19-09-2024,2,130.32,65.16,Asia,ComfortLiving Desk Lamp,Home Decor
T00957,C0076,Emily Roberts,P051,21-02-2024,3,195.48,65.16,South America,ComfortLiving Desk Lamp,Home Decor
T00027,C0124,Lindsay Perez,P086,30-03-2024,2,881.40,440.70,Europe,SoundWave Novel,Books
T00069,C0021,Robert Blanchard,P086,13-01-2024,4,1762.80,440.70,Asia,SoundWave Novel,Books
T00193,C0041,Lindsey Deleon,P086,10-06-2024,4,1762.80,440.70,Europe,SoundWave Novel,Books
T00420,C0057,Elizabeth Nguyen,P086,31-07-2024,4,1762.80,440.70,Europe,SoundWave Novel,Books
T00493,C0126,Caitlin Brown,P086,28-11-2024,4,1762.80,440.70,South America,SoundWave Novel,Books
T00587,C0165,Juan Mcdaniel,P086,09-08-2024,4,1762.80,440.70,South America,SoundWave Novel,Books
T00691,C0171,Michael Cowan,P086,13-01-2024,3,1322.10,440.70,South America,SoundWave Novel,Books
T00813,C0006,Brittany Palmer,P086,07-10-2024,3,1322.10,440.70,South America,SoundWave Novel,Books
T00896,C0093,Nancy Walker,P086,26-03-2024,1,440.70,440.70,Asia,SoundWave Novel,Books
T00028,C0106,Amanda Mcguire,P047,27-11-2024,2,318.66,159.33,Asia,ComfortLiving Cookware Set,Home Decor
T00047,C0136,Kristen Holder,P047,23-04-2024,4,637.32,159.33,Asia,ComfortLiving Cookware Set,Home Decor
T00107,C0175,Matthew Johnson,P047,25-09-2024,3,477.99,159.33,Asia,ComfortLiving Cookware Set,Home Decor
T00197,C0075,Misty Higgins,P047,21-02-2024,4,637.32,159.33,Europe,ComfortLiving Cookware Set,Home Decor
T00352,C0046,Beth Cardenas,P047,09-09-2024,2,318.66,159.33,North America,ComfortLiving Cookware Set,Home Decor
T00443,C0128,Henry Leach,P047,26-05-2024,2,318.66,159.33,Asia,ComfortLiving Cookware Set,Home Decor
T00524,C0014,Deborah Wilcox,P047,17-01-2024,2,318.66,159.33,Europe,ComfortLiving Cookware Set,Home Decor
T00531,C0022,Teresa Esparza,P047,10-07-2024,1,159.33,159.33,Asia,ComfortLiving Cookware Set,Home Decor
T00539,C0159,Austin Miller,P047,13-12-2024,4,637.32,159.33,Asia,ComfortLiving Cookware Set,Home Decor
T00897,C0195,Jeremy Mclaughlin,P047,30-04-2024,3,477.99,159.33,South America,ComfortLiving Cookware Set,Home Decor
T00029,C0193,Douglas Torres,P068,12-02-2024,3,1341.69,447.23,Asia,TechPro Novel,Books
T00071,C0059,Mrs. Kimberly Wright,P068,24-10-2024,1,447.23,447.23,North America,TechPro Novel,Books
T00118,C0082,Aimee Taylor,P068,30-11-2024,3,1341.69,447.23,South America,TechPro Novel,Books
T00156,C0081,Kimberly Turner,P068,08-11-2024,1,447.23,447.23,Europe,TechPro Novel,Books
T00199,C0160,Jodi Cook,P068,07-01-2024,1,447.23,447.23,North America,TechPro Novel,Books
T00287,C0165,Juan Mcdaniel,P068,26-12-2024,4,1788.92,447.23,South America,TechPro Novel,Books
T00308,C0139,Ricky Gutierrez,P068,29-09-2024,2,894.46,447.23,North America,TechPro Novel,Books
T00425,C0008,David Li,P068,01-08-2024,1,447.23,447.23,North America,TechPro Novel,Books
T00447,C0035,Brianna Richardson,P068,30-09-2024,3,1341.69,447.23,North America,TechPro Novel,Books
T00450,C0104,Laura Bennett,P068,23-08-2024,1,447.23,447.23,South America,TechPro Novel,Books
T00833,C0187,Kayla Kelly,P068,09-01-2024,3,1341.69,447.23,South America,TechPro Novel,Books
T00030,C0185,Kathleen Logan,P092,20-08-2024,3,1167.60,389.20,North America,BookWorld Running Shoes,Clothing
T00340,C0098,Laura Gilbert,P092,02-07-2024,2,778.40,389.20,North America,BookWorld Running Shoes,Clothing
T00410,C0042,Heather Riley,P092,30-10-2024,4,1556.80,389.20,North America,BookWorld Running Shoes,Clothing
T00426,C0026,Sara Miller,P092,20-03-2024,1,389.20,389.20,North America,BookWorld Running Shoes,Clothing
T00439,C0141,Paul Parsons,P092,01-07-2024,4,1556.80,389.20,Europe,BookWorld Running Shoes,Clothing
T00618,C0103,Jennifer Munoz,P092,04-03-2024,1,389.20,389.20,Europe,BookWorld Running Shoes,Clothing
T00652,C0149,Tina Wilson,P092,27-04-2024,4,1556.80,389.20,Europe,BookWorld Running Shoes,Clothing
T00676,C0081,Kimberly Turner,P092,04-09-2024,4,1556.80,389.20,Europe,BookWorld Running Shoes,Clothing
T00678,C0142,Nicole Long DVM,P092,24-12-2024,3,1167.60,389.20,Asia,BookWorld Running Shoes,Clothing
T00031,C0093,Nancy Walker,P076,31-08-2024,3,1287.87,429.29,Asia,ActiveWear Jeans,Clothing
T00106,C0158,Wendy Browning,P076,12-09-2024,4,1717.16,429.29,South America,ActiveWear Jeans,Clothing
T00149,C0093,Nancy Walker,P076,13-07-2024,4,1717.16,429.29,Asia,ActiveWear Jeans,Clothing
T00240,C0113,Joseph Ortiz Jr.,P076,24-01-2024,1,429.29,429.29,South America,ActiveWear Jeans,Clothing
T00487,C0159,Austin Miller,P076,21-07-2024,3,1287.87,429.29,Asia,ActiveWear Jeans,Clothing
T00614,C0042,Heather Riley,P076,28-04-2024,1,429.29,429.29,North America,ActiveWear Jeans,Clothing
T00694,C0188,Anna Ball,P076,30-06-2024,4,1717.16,429.29,South America,ActiveWear Jeans,Clothing
T00709,C0175,Matthew Johnson,P076,30-09-2024,1,429.29,429.29,Asia,ActiveWear Jeans,Clothing
T00754,C0143,Brian Parker,P076,30-01-2024,3,1287.87,429.29,Asia,ActiveWear Jeans,Clothing
T00894,C0155,Michelle Brown,P076,12-09-2024,2,858.58,429.29,South America,ActiveWear Jeans,Clothing
T00033,C0099,Rodney Eaton,P036,17-12-2024,2,745.10,372.55,South America,BookWorld Jacket,Clothing
T00080,C0139,Ricky Gutierrez,P036,09-04-2024,1,372.55,372.55,North America,BookWorld Jacket,Clothing
T00312,C0092,Jacqueline Zamora,P036,27-01-2024,1,372.55,372.55,Asia,BookWorld Jacket,Clothing
T00316,C0141,Paul Parsons,P036,03-12-2024,2,745.10,372.55,Europe,BookWorld Jacket,Clothing
T00376,C0092,Jacqueline Zamora,P036,21-10-2024,4,1490.20,372.55,Asia,BookWorld Jacket,Clothing
T00407,C0067,Carl Gonzalez,P036,17-10-2024,1,372.55,372.55,North America,BookWorld Jacket,Clothing
T00469,C0083,Christina Stark,P036,14-04-2024,1,372.55,372.55,South America,BookWorld Jacket,Clothing
T00517,C0010,Aaron Cox,P036,16-11-2024,3,1117.65,372.55,Europe,BookWorld Jacket,Clothing
T00616,C0101,Kelsey Roberts,P036,07-12-2024,2,745.10,372.55,Asia,BookWorld Jacket,Clothing
T00659,C0013,Lauren Buchanan,P036,03-11-2024,3,1117.65,372.55,South America,BookWorld Jacket,Clothing
T00690,C0029,Erin Manning,P036,26-12-2024,3,1117.65,372.55,North America,BookWorld Jacket,Clothing
T00925,C0093,Nancy Walker,P036,04-04-2024,1,372.55,372.55,Asia,BookWorld Jacket,Clothing
T00036,C0035,Brianna Richardson,P013,17-01-2024,1,114.20,114.20,North America,BookWorld Smartwatch,Electronics
T00097,C0045,Michael Williams,P013,08-06-2024,4,456.80,114.20,Asia,BookWorld Smartwatch,Electronics
T00144,C0084,Belinda Garner,P013,24-01-2024,1,114.20,114.20,Asia,BookWorld Smartwatch,Electronics
T00201,C0118,Jacob Holt,P013,14-11-2024,1,114.20,114.20,South America,BookWorld Smartwatch,Electronics
T00498,C0039,Angela Harris,P013,27-10-2024,1,114.20,114.20,South America,BookWorld Smartwatch,Electronics
T00544,C0075,Misty Higgins,P013,13-06-2024,3,342.60,114.20,Europe,BookWorld Smartwatch,Electronics
T00560,C0069,Stacy Foster,P013,09-05-2024,3,342.60,114.20,Europe,BookWorld Smartwatch,Electronics
T00697,C0084,Belinda Garner,P013,16-10-2024,3,342.60,114.20,Asia,BookWorld Smartwatch,Electronics
T00738,C0157,Miguel Wong,P013,19-03-2024,3,342.60,114.20,North America,BookWorld Smartwatch,Electronics
T00803,C0197,Christina Harvey,P013,13-01-2024,4,456.80,114.20,Europe,BookWorld Smartwatch,Electronics
T00919,C0091,Lisa Kirk,P013,10-03-2024,3,342.60,114.20,South America,BookWorld Smartwatch,Electronics
T00038,C0084,Belinda Garner,P058,05-09-2024,2,315.24,157.62,Asia,ActiveWear Textbook,Books
T00124,C0076,Emily Roberts,P058,07-02-2024,3,472.86,157.62,South America,ActiveWear Textbook,Books
T00227,C0049,Jason Yates,P058,25-04-2024,2,315.24,157.62,North America,ActiveWear Textbook,Books
T00365,C0102,Michael Atkinson,P058,09-04-2024,4,630.48,157.62,South America,ActiveWear Textbook,Books
T00404,C0022,Teresa Esparza,P058,17-09-2024,2,315.24,157.62,Asia,ActiveWear Textbook,Books
T00416,C0152,Justin Evans,P058,13-01-2024,1,157.62,157.62,South America,ActiveWear Textbook,Books
T00471,C0102,Michael Atkinson,P058,12-01-2024,4,630.48,157.62,South America,ActiveWear Textbook,Books
T00566,C0139,Ricky Gutierrez,P058,30-07-2024,2,315.24,157.62,North America,ActiveWear Textbook,Books
T00662,C0118,Jacob Holt,P058,08-11-2024,1,157.62,157.62,South America,ActiveWear Textbook,Books
T00667,C0047,Samantha Frank,P058,26-04-2024,2,315.24,157.62,North America,ActiveWear Textbook,Books
T00681,C0153,Justin Smith,P058,05-09-2024,4,630.48,157.62,South America,ActiveWear Textbook,Books
T00824,C0156,William Adams,P058,20-05-2024,1,157.62,157.62,North America,ActiveWear Textbook,Books
T00981,C0112,Brian Adkins,P058,10-07-2024,4,630.48,157.62,South America,ActiveWear Textbook,Books
T00039,C0056,Erika Fernandez,P050,16-10-2024,2,875.30,437.65,Asia,ActiveWear Smartwatch,Electronics
T00191,C0172,Jamie Webb,P050,21-11-2024,1,437.65,437.65,Europe,ActiveWear Smartwatch,Electronics
T00328,C0085,Richard Brown,P050,04-09-2024,3,1312.95,437.65,South America,ActiveWear Smartwatch,Electronics
T00345,C0140,Gregory Estrada,P050,07-08-2024,4,1750.60,437.65,Asia,ActiveWear Smartwatch,Electronics
T00362,C0096,Benjamin Mcclure,P050,31-01-2024,2,875.30,437.65,South America,ActiveWear Smartwatch,Electronics
T00542,C0098,Laura Gilbert,P050,17-04-2024,1,437.65,437.65,North America,ActiveWear Smartwatch,Electronics
T00718,C0007,Paul Graves,P050,20-02-2024,1,437.65,437.65,Asia,ActiveWear Smartwatch,Electronics
T00770,C0181,Alexander Barker,P050,16-09-2024,2,875.30,437.65,South America,ActiveWear Smartwatch,Electronics
T00859,C0162,Edwin Watson,P050,11-01-2024,3,1312.95,437.65,Asia,ActiveWear Smartwatch,Electronics
T00902,C0009,Joy Clark,P050,12-10-2024,1,437.65,437.65,Europe,ActiveWear Smartwatch,Electronics
T00904,C0155,Michelle Brown,P050,17-01-2024,1,437.65,437.65,South America,ActiveWear Smartwatch,Electronics
T00979,C0112,Brian Adkins,P050,08-05-2024,3,1312.95,437.65,South America,ActiveWear Smartwatch,Electronics
T00984,C0156,William Adams,P050,04-05-2024,4,1750.60,437.65,North America,ActiveWear Smartwatch,Electronics
T00040,C0177,Julia Kelly,P030,27-06-2024,4,1111.44,277.86,Asia,ActiveWear Cookbook,Books
T00268,C0170,Logan Harris,P030,20-05-2024,1,277.86,277.86,Europe,ActiveWear Cookbook,Books
T00303,C0085,Richard Brown,P030,11-10-2024,1,277.86,277.86,South America,ActiveWear Cookbook,Books
T00491,C0136,Kristen Holder,P030,07-06-2024,4,1111.44,277.86,Asia,ActiveWear Cookbook,Books
T00511,C0081,Kimberly Turner,P030,26-05-2024,3,833.58,277.86,Europe,ActiveWear Cookbook,Books
T00604,C0011,Bryan Mathews,P030,10-08-2024,1,277.86,277.86,South America,ActiveWear Cookbook,Books
T00647,C0018,Tyler Haynes,P030,03-08-2024,4,1111.44,277.86,North America,ActiveWear Cookbook,Books
T00810,C0046,Beth Cardenas,P030,06-01-2024,1,277.86,277.86,North America,ActiveWear Cookbook,Books
T00938,C0087,Travis Campbell,P030,21-02-2024,3,833.58,277.86,South America,ActiveWear Cookbook,Books
T00042,C0189,Sherri Dixon,P025,21-12-2024,2,569.24,284.62,North America,ActiveWear Cookware Set,Home Decor
T00074,C0041,Lindsey Deleon,P025,10-03-2024,3,853.86,284.62,Europe,ActiveWear Cookware Set,Home Decor
T00304,C0174,Tracy Steele,P025,12-12-2024,1,284.62,284.62,South America,ActiveWear Cookware Set,Home Decor
T00331,C0005,Laura Weber,P025,05-05-2024,3,853.86,284.62,Asia,ActiveWear Cookware Set,Home Decor
T00456,C0004,Kathleen Rodriguez,P025,12-12-2024,2,569.24,284.62,South America,ActiveWear Cookware Set,Home Decor
T00462,C0003,Michael Rivera,P025,03-06-2024,3,853.86,284.62,South America,ActiveWear Cookware Set,Home Decor
T00573,C0162,Edwin Watson,P025,17-11-2024,3,853.86,284.62,Asia,ActiveWear Cookware Set,Home Decor
T00580,C0141,Paul Parsons,P025,09-04-2024,1,284.62,284.62,Europe,ActiveWear Cookware Set,Home Decor
T00658,C0021,Robert Blanchard,P025,16-01-2024,1,284.62,284.62,Asia,ActiveWear Cookware Set,Home Decor
T00832,C0064,Martha Montgomery,P025,07-05-2024,3,853.86,284.62,Europe,ActiveWear Cookware Set,Home Decor
T00842,C0055,Lauren Williams,P025,24-01-2024,4,1138.48,284.62,North America,ActiveWear Cookware Set,Home Decor
T00864,C0096,Benjamin Mcclure,P025,22-08-2024,4,1138.48,284.62,South America,ActiveWear Cookware Set,Home Decor
T00043,C0049,Jason Yates,P027,02-03-2024,4,916.24,229.06,North America,SoundWave Headphones,Electronics
T00141,C0039,Angela Harris,P027,08-07-2024,3,687.18,229.06,South America,SoundWave Headphones,Electronics
T00178,C0173,Francisco Young,P027,05-01-2024,2,458.12,229.06,Asia,SoundWave Headphones,Electronics
T00275,C0018,Tyler Haynes,P027,17-02-2024,4,916.24,229.06,North America,SoundWave Headphones,Electronics
T00326,C0019,Brandon Rodriguez,P027,14-06-2024,3,687.18,229.06,Europe,SoundWave Headphones,Electronics
T00337,C0064,Martha Montgomery,P027,07-01-2024,4,916.24,229.06,Europe,SoundWave Headphones,Electronics
T00453,C0034,Dalton Perez,P027,10-07-2024,4,916.24,229.06,North America,SoundWave Headphones,Electronics
T00739,C0098,Laura Gilbert,P027,26-04-2024,2,458.12,229.06,North America,SoundWave Headphones,Electronics
T00787,C0026,Sara Miller,P027,04-06-2024,4,916.24,229.06,North America,SoundWave Headphones,Electronics
T00871,C0084,Belinda Garner,P027,12-03-2024,4,916.24,229.06,Asia,SoundWave Headphones,Electronics
T00951,C0197,Christina Harvey,P027,27-12-2024,2,458.12,229.06,Europe,SoundWave Headphones,Electronics
T00045,C0113,Joseph Ortiz Jr.,P078,09-07-2024,4,164.72,41.18,South America,HomeSense Rug,Home Decor
T00123,C0113,Joseph Ortiz Jr.,P078,25-07-2024,2,82.36,41.18,South America,HomeSense Rug,Home Decor
T00164,C0062,Jeffery Hartman,P078,10-07-2024,3,123.54,41.18,Europe,HomeSense Rug,Home Decor
T00186,C0098,Laura Gilbert,P078,02-04-2024,1,41.18,41.18,North America,HomeSense Rug,Home Decor
T00431,C0067,Carl Gonzalez,P078,15-08-2024,3,123.54,41.18,North America,HomeSense Rug,Home Decor
T00515,C0190,Alexander Lowe,P078,14-12-2024,1,41.18,41.18,South America,HomeSense Rug,Home Decor
T00522,C0160,Jodi Cook,P078,03-03-2024,4,164.72,41.18,North America,HomeSense Rug,Home Decor
T00592,C0060,James Murphy,P078,03-09-2024,2,82.36,41.18,Europe,HomeSense Rug,Home Decor
T00635,C0166,John Rogers,P078,25-07-2024,4,164.72,41.18,Europe,HomeSense Rug,Home Decor
T00816,C0172,Jamie Webb,P078,25-09-2024,2,82.36,41.18,Europe,HomeSense Rug,Home Decor
T00048,C0043,Sandy Short MD,P100,23-04-2024,2,252.68,126.34,Asia,HomeSense Sweater,Clothing
T00115,C0161,Jessica Warren,P100,10-03-2024,1,126.34,126.34,Asia,HomeSense Sweater,Clothing
T00283,C0109,Abigail Jones,P100,16-07-2024,4,505.36,126.34,North America,HomeSense Sweater,Clothing
T00301,C0109,Abigail Jones,P100,13-07-2024,2,252.68,126.34,North America,HomeSense Sweater,Clothing
T00740,C0156,William Adams,P100,24-08-2024,4,505.36,126.34,North America,HomeSense Sweater,Clothing
T00820,C0077,Scott Sims,P100,11-03-2024,2,252.68,126.34,South America,HomeSense Sweater,Clothing
T00049,C0148,Matthew Rogers,P039,23-06-2024,3,1291.77,430.59,South America,TechPro Smartwatch,Electronics
T00086,C0168,Karen Clements MD,P039,14-07-2024,3,1291.77,430.59,South America,TechPro Smartwatch,Electronics
T00090,C0072,Sarah Scott,P039,10-03-2024,4,1722.36,430.59,North America,TechPro Smartwatch,Electronics
T00198,C0048,Matthew Park,P039,17-09-2024,1,430.59,430.59,South America,TechPro Smartwatch,Electronics
T00256,C0192,Sarah Arias,P039,30-07-2024,3,1291.77,430.59,South America,TechPro Smartwatch,Electronics
T00348,C0005,Laura Weber,P039,15-03-2024,2,861.18,430.59,Asia,TechPro Smartwatch,Electronics
T00391,C0096,Benjamin Mcclure,P039,02-08-2024,4,1722.36,430.59,South America,TechPro Smartwatch,Electronics
T00472,C0016,Emily Woods,P039,02-07-2024,1,430.59,430.59,North America,TechPro Smartwatch,Electronics
T00480,C0102,Michael Atkinson,P039,02-08-2024,3,1291.77,430.59,South America,TechPro Smartwatch,Electronics
T00523,C0114,Benjamin Anderson,P039,15-03-2024,3,1291.77,430.59,Europe,TechPro Smartwatch,Electronics
T00555,C0088,Carlos Murray,P039,15-12-2024,1,430.59,430.59,Asia,TechPro Smartwatch,Electronics
T00665,C0053,Albert Burke,P039,01-11-2024,4,1722.36,430.59,Europe,TechPro Smartwatch,Electronics
T00050,C0124,Lindsay Perez,P016,07-10-2024,1,330.05,330.05,Europe,ActiveWear Running Shoes,Clothing
T00056,C0192,Sarah Arias,P016,07-02-2024,1,330.05,330.05,South America,ActiveWear Running Shoes,Clothing
T00167,C0153,Justin Smith,P016,05-07-2024,3,990.15,330.05,South America,ActiveWear Running Shoes,Clothing
T00368,C0190,Alexander Lowe,P016,16-05-2024,4,1320.20,330.05,South America,ActiveWear Running Shoes,Clothing
T00579,C0051,Nicholas Ellis,P016,16-12-2024,1,330.05,330.05,Europe,ActiveWear Running Shoes,Clothing
T00683,C0111,Roger David,P016,27-01-2024,4,1320.20,330.05,Europe,ActiveWear Running Shoes,Clothing
T00700,C0016,Emily Woods,P016,15-08-2024,1,330.05,330.05,North America,ActiveWear Running Shoes,Clothing
T00802,C0046,Beth Cardenas,P016,25-09-2024,3,990.15,330.05,North America,ActiveWear Running Shoes,Clothing
T00942,C0105,Ryan Hampton,P016,19-06-2024,4,1320.20,330.05,Europe,ActiveWear Running Shoes,Clothing
T00051,C0097,Tina Ford,P022,23-03-2024,1,137.54,137.54,Asia,HomeSense Wall Art,Home Decor
T00160,C0065,Gerald Hines,P022,29-07-2024,3,412.62,137.54,North America,HomeSense Wall Art,Home Decor
T00252,C0154,Robert Sharp,P022,12-06-2024,1,137.54,137.54,North America,HomeSense Wall Art,Home Decor
T00271,C0035,Brianna Richardson,P022,29-04-2024,3,412.62,137.54,North America,HomeSense Wall Art,Home Decor
T00296,C0179,Donald Miller,P022,23-07-2024,3,412.62,137.54,Europe,HomeSense Wall Art,Home Decor
T00300,C0160,Jodi Cook,P022,16-08-2024,4,550.16,137.54,North America,HomeSense Wall Art,Home Decor
T00414,C0194,Stacy Cook,P022,31-03-2024,3,412.62,137.54,North America,HomeSense Wall Art,Home Decor
T00481,C0188,Anna Ball,P022,30-08-2024,3,412.62,137.54,South America,HomeSense Wall Art,Home Decor
T00509,C0025,Gregory Odom,P022,13-08-2024,1,137.54,137.54,South America,HomeSense Wall Art,Home Decor
T00612,C0140,Gregory Estrada,P022,15-10-2024,1,137.54,137.54,Asia,HomeSense Wall Art,Home Decor
T00742,C0124,Lindsay Perez,P022,23-03-2024,2,275.08,137.54,Europe,HomeSense Wall Art,Home Decor
T00761,C0199,Andrea Jenkins,P022,01-10-2024,4,550.16,137.54,Europe,HomeSense Wall Art,Home Decor
T00886,C0104,Laura Bennett,P022,28-10-2024,3,412.62,137.54,South America,HomeSense Wall Art,Home Decor
T00895,C0121,Mark Atkinson,P022,03-05-2024,3,412.62,137.54,Europe,HomeSense Wall Art,Home Decor
T00932,C0001,Lawrence Carroll,P022,17-09-2024,3,412.62,137.54,South America,HomeSense Wall Art,Home Decor
T00054,C0085,Richard Brown,P021,05-02-2024,3,1007.52,335.84,South America,SoundWave Rug,Home Decor
T00075,C0039,Angela Harris,P021,27-10-2024,3,1007.52,335.84,South America,SoundWave Rug,Home Decor
T00299,C0098,Laura Gilbert,P021,27-08-2024,1,335.84,335.84,North America,SoundWave Rug,Home Decor
T00440,C0136,Kristen Holder,P021,24-07-2024,3,1007.52,335.84,Asia,SoundWave Rug,Home Decor
T00457,C0158,Wendy Browning,P021,18-07-2024,1,335.84,335.84,South America,SoundWave Rug,Home Decor
T00687,C0182,Joshua Preston,P021,31-03-2024,4,1343.36,335.84,Europe,SoundWave Rug,Home Decor
T00737,C0157,Miguel Wong,P021,19-05-2024,1,335.84,335.84,North America,SoundWave Rug,Home Decor
T00763,C0185,Kathleen Logan,P021,14-04-2024,3,1007.52,335.84,North America,SoundWave Rug,Home Decor
T00807,C0086,Stephanie Peterson,P021,23-10-2024,1,335.84,335.84,Europe,SoundWave Rug,Home Decor
T00857,C0080,David Gonzalez,P021,12-03-2024,3,1007.52,335.84,Asia,SoundWave Rug,Home Decor
T00877,C0137,Robert Gardner,P021,31-01-2024,2,671.68,335.84,South America,SoundWave Rug,Home Decor
T00055,C0177,Julia Kelly,P072,12-06-2024,2,798.68,399.34,Asia,ActiveWear Headphones,Electronics
T00162,C0045,Michael Williams,P072,26-08-2024,3,1198.02,399.34,Asia,ActiveWear Headphones,Electronics
T00172,C0021,Robert Blanchard,P072,14-07-2024,2,798.68,399.34,Asia,ActiveWear Headphones,Electronics
T00529,C0152,Justin Evans,P072,21-10-2024,3,1198.02,399.34,South America,ActiveWear Headphones,Electronics
T00929,C0068,Mark Cox,P072,24-12-2024,3,1198.02,399.34,North America,ActiveWear Headphones,Electronics
T00994,C0040,Michael Harrell,P072,06-01-2024,2,798.68,399.34,Asia,ActiveWear Headphones,Electronics
T00057,C0062,Jeffery Hartman,P059,03-07-2024,3,909.60,303.20,Europe,SoundWave Jeans,Clothing
T00062,C0009,Joy Clark,P059,12-10-2024,1,303.20,303.20,Europe,SoundWave Jeans,Clothing
T00131,C0029,Erin Manning,P059,13-06-2024,1,303.20,303.20,North America,SoundWave Jeans,Clothing
T00188,C0195,Jeremy Mclaughlin,P059,21-05-2024,3,909.60,303.20,South America,SoundWave Jeans,Clothing
T00282,C0145,Wayne Stone,P059,26-11-2024,1,303.20,303.20,Asia,SoundWave Jeans,Clothing
T00284,C0022,Teresa Esparza,P059,15-01-2024,4,1212.80,303.20,Asia,SoundWave Jeans,Clothing
T00295,C0087,Travis Campbell,P059,22-07-2024,3,909.60,303.20,South America,SoundWave Jeans,Clothing
T00377,C0179,Donald Miller,P059,22-01-2024,1,303.20,303.20,Europe,SoundWave Jeans,Clothing
T00400,C0175,Matthew Johnson,P059,24-04-2024,2,606.40,303.20,Asia,SoundWave Jeans,Clothing
T00638,C0100,Clinton Gomez,P059,27-04-2024,3,909.60,303.20,Europe,SoundWave Jeans,Clothing
T00674,C0024,Michele Cooley,P059,14-04-2024,3,909.60,303.20,North America,SoundWave Jeans,Clothing
T00702,C0104,Laura Bennett,P059,20-05-2024,4,1212.80,303.20,South America,SoundWave Jeans,Clothing
T00705,C0027,Justin Heath,P059,08-06-2024,4,1212.80,303.20,Asia,SoundWave Jeans,Clothing
T00775,C0156,William Adams,P059,05-10-2024,1,303.20,303.20,North America,SoundWave Jeans,Clothing
T00806,C0062,Jeffery Hartman,P059,04-01-2024,2,606.40,303.20,Europe,SoundWave Jeans,Clothing
T00854,C0017,Jennifer King,P059,14-07-2024,1,303.20,303.20,Europe,SoundWave Jeans,Clothing
T00882,C0156,William Adams,P059,21-09-2024,3,909.60,303.20,North America,SoundWave Jeans,Clothing
T00906,C0129,Marcus Livingston,P059,10-10-2024,4,1212.80,303.20,South America,SoundWave Jeans,Clothing
T00948,C0098,Laura Gilbert,P059,20-01-2024,2,606.40,303.20,North America,SoundWave Jeans,Clothing
T00058,C0106,Amanda Mcguire,P031,18-09-2024,2,392.80,196.40,Asia,SoundWave Headphones,Electronics
T00653,C0028,Jennifer Pena,P031,12-07-2024,4,785.60,196.40,Asia,SoundWave Headphones,Electronics
T00792,C0105,Ryan Hampton,P031,11-01-2024,1,196.40,196.40,Europe,SoundWave Headphones,Electronics
T00815,C0008,David Li,P031,26-03-2024,2,392.80,196.40,North America,SoundWave Headphones,Electronics
T00059,C0107,Dana Cantrell,P042,29-06-2024,1,379.44,379.44,South America,ActiveWear Headphones,Electronics
T00344,C0047,Samantha Frank,P042,17-01-2024,3,1138.32,379.44,North America,ActiveWear Headphones,Electronics
T00484,C0013,Lauren Buchanan,P042,24-02-2024,2,758.88,379.44,South America,ActiveWear Headphones,Electronics
T00514,C0032,Dustin Campbell,P042,27-11-2024,1,379.44,379.44,South America,ActiveWear Headphones,Electronics
T00693,C0122,Corey Ruiz,P042,17-12-2024,4,1517.76,379.44,North America,ActiveWear Headphones,Electronics
T00695,C0090,Charles Hamilton,P042,11-09-2024,3,1138.32,379.44,Asia,ActiveWear Headphones,Electronics
T00861,C0141,Paul Parsons,P042,26-09-2024,4,1517.76,379.44,Europe,ActiveWear Headphones,Electronics
T00973,C0084,Belinda Garner,P042,12-07-2024,3,1138.32,379.44,Asia,ActiveWear Headphones,Electronics
T00060,C0054,Bruce Rhodes,P074,06-05-2024,4,1182.32,295.58,Asia,SoundWave Desk Lamp,Home Decor
T00152,C0144,Andrea Hart,P074,17-04-2024,4,1182.32,295.58,North America,SoundWave Desk Lamp,Home Decor
T00217,C0047,Samantha Frank,P074,28-02-2024,1,295.58,295.58,North America,SoundWave Desk Lamp,Home Decor
T00223,C0163,Tiffany Cain,P074,29-04-2024,1,295.58,295.58,South America,SoundWave Desk Lamp,Home Decor
